Exception Archive
Fold  0
53 1075962_02_CM.txt 51 51 51 (221, 156) (221, 170) 221 221
54 1089792_02_KH.txt 52 52 52 (170, 156) (170, 170) 170 170
55 1020192_02_CM.txt 53 53 53 (222, 156) (222, 170) 222 222
56 1106092_02_CM.txt 54 54 54 (93, 156) (93, 170) 93 93
57 1067492_02_CM.txt 55 55 55 (143, 156) (143, 170) 143 143
58 1082892_02_CM.txt 56 56 56 (120, 156) (120, 170) 120 120
59 1004952_02_CM.txt 57 57 57 (109, 156) (109, 170) 109 109
60 1050392_02_CM.txt 58 58 58 (121, 156) (121, 170) 121 121
61 1057442_02_CM.txt 59 59 59 (107, 156) (107, 170) 107 107
62 1070112_02_KH.txt 60 60 60 (176, 156) (176, 170) 176 176
63 1046882_02_CM.txt 61 61 61 (96, 156) (96, 170) 96 96
64 1052442_02_KH.txt 62 62 62 (124, 156) (124, 170) 124 124
65 1047072_02_KH.txt 63 63 63 (135, 156) (135, 170) 135 135
66 1085332_02_CM.txt 64 64 64 (115, 156) (115, 170) 115 115
67 1046952_02_CM.txt 65 65 65 (100, 156) (100, 170) 100 100
68 1012472_02_CM.txt 66 66 66 (80, 156) (80, 170) 80 80
69 1007762_02_KH.txt 67 67 67 (140, 156) (140, 170) 140 140
70 1011402_02_KH.txt 68 68 68 (107, 156) (107, 170) 107 107
71 1028622_02_CM.txt 69 69 69 (156, 156) (156, 170) 156 156
72 1019322_02_KH.txt 70 70 70 (170, 156) (170, 170) 170 170
73 1044802_02_CM.txt 71 71 71 (95, 156) (95, 170) 95 95
74 1041762_02_KH.txt 72 72 72 (147, 156) (147, 170) 147 147
75 1047022_02_CM.txt 73 73 73 (150, 156) (150, 170) 150 150
76 1076482_02_CM.txt 74 74 74 (94, 156) (94, 170) 94 94
77 1084092_02_CM.txt 75 75 75 (206, 156) (206, 170) 206 206
78 1095942_02_KH.txt 76 76 76 (273, 156) (273, 170) 273 273
79 1044882_02_KH.txt 77 77 77 (194, 156) (194, 170) 194 194
80 1090322_02_KH.txt 78 78 78 (156, 156) (156, 170) 156 156
81 1016292_02_CM.txt 79 79 79 (148, 156) (148, 170) 148 148
82 1026442_02_CM.txt 80 80 80 (172, 156) (172, 170) 172 172
83 1061792_02_KH.txt 81 81 81 (52, 156) (52, 170) 52 52
84 1026902_02_KH.txt 82 82 82 (155, 156) (155, 170) 155 155
86 1044972_02_KH.txt 83 83 83 (158, 156) (158, 170) 158 158
87 1083402_02_CM.txt 84 84 84 (60, 156) (60, 170) 60 60
88 1013872_02_KH.txt 85 85 85 (141, 156) (141, 170) 141 141
89 1066612_02_CM.txt 86 86 86 (180, 156) (180, 170) 180 180
90 1041202_02_CM.txt 87 87 87 (92, 156) (92, 170) 92 92
91 1013172_02_CM.txt 88 88 88 (30, 156) (30, 170) 30 30
92 1036562_02_CM.txt 89 89 89 (103, 156) (103, 170) 103 103
93 1010542_02_KH.txt 90 90 90 (203, 156) (203, 170) 203 203
94 1047172_02_CM.txt 91 91 91 (138, 156) (138, 170) 138 138
95 1008122_02_CM.txt 92 92 92 (51, 156) (51, 170) 51 51
96 1057292_02_KH.txt 93 93 93 (172, 156) (172, 170) 172 172
97 1021332_02_CM.txt 94 94 94 (193, 156) (193, 170) 193 193
98 1006652_02_CM.txt 95 95 95 (66, 156) (66, 170) 66 66
99 1049042_02_CM.txt 96 96 96 (156, 156) (156, 170) 156 156
100 1057562_02_CM.txt 97 97 97 (95, 156) (95, 170) 95 95
101 1004532_02_CM.txt 98 98 98 (118, 156) (118, 170) 118 118
102 1036282_02_CM.txt 99 99 99 (150, 156) (150, 170) 150 150
103 1013792_02_KH.txt 100 100 100 (209, 156) (209, 170) 209 209
104 1058502_02_CM.txt 101 101 101 (132, 156) (132, 170) 132 132
105 1006402_02_KH.txt 102 102 102 (112, 156) (112, 170) 112 112
106 1076262_02_CM.txt 103 103 103 (208, 156) (208, 170) 208 208
107 1101672_02_CM.txt 104 104 104 (77, 156) (77, 170) 77 77
108 1007092_02_CM.txt 105 105 105 (144, 156) (144, 170) 144 144
109 1013732_02_CM.txt 106 106 106 (143, 156) (143, 170) 143 143
110 1026162_02_KH.txt 107 107 107 (128, 156) (128, 170) 128 128
111 1028312_02_CM.txt 108 108 108 (127, 156) (127, 170) 127 127
112 1029722_02_KH.txt 109 109 109 (179, 156) (179, 170) 179 179
113 1000172_02_KH.txt 110 110 110 (109, 156) (109, 170) 109 109
114 1045962_02_CM.txt 111 111 111 (100, 156) (100, 170) 100 100
115 1029902_02_KH.txt 112 112 112 (159, 156) (159, 170) 159 159
116 1031142_02_KH.txt 113 113 113 (92, 156) (92, 170) 92 92
117 1026502_02_KH.txt 114 114 114 (57, 156) (57, 170) 57 57
118 1105372_02_KH.txt 115 115 115 (145, 156) (145, 170) 145 145
119 1016272_02_CM.txt 116 116 116 (32, 156) (32, 170) 32 32
120 1042372_02_CM.txt 117 117 117 (64, 156) (64, 170) 64 64
121 1109062_02_KH.txt 118 118 118 (260, 156) (260, 170) 260 260
122 1012242_02_CM.txt 119 119 119 (112, 156) (112, 170) 112 112
Fold  3
0 1047072_02_KH.txt 1 1 1 (135, 156) (135, 170) 135 135
1 1067492_02_CM.txt 2 2 2 (143, 156) (143, 170) 143 143
2 1017522_02_CM.txt 3 3 3 (71, 156) (71, 170) 71 71
3 1022442_02_CM.txt 4 4 4 (207, 156) (207, 170) 207 207
4 1016322_02_CM.txt 5 5 5 (154, 156) (154, 170) 154 154
5 1006402_02_KH.txt 6 6 6 (112, 156) (112, 170) 112 112
6 1070112_02_KH.txt 7 7 7 (176, 156) (176, 170) 176 176
7 1090322_02_KH.txt 8 8 8 (156, 156) (156, 170) 156 156
8 1084092_02_CM.txt 9 9 9 (206, 156) (206, 170) 206 206
9 1000172_02_KH.txt 10 10 10 (109, 156) (109, 170) 109 109
10 1036792_02_CM.txt 11 11 11 (194, 156) (194, 170) 194 194
11 1010462_02_CM.txt 12 12 12 (186, 156) (186, 170) 186 186
12 1006782_02_CM.txt 13 13 13 (46, 156) (46, 170) 46 46
13 1031142_02_KH.txt 14 14 14 (92, 156) (92, 170) 92 92
0 1011402_02_KH.txt 1 1 1 (107, 156) (107, 170) 107 107
1 1011412_02_CM.txt 2 2 2 (86, 156) (86, 170) 86 86
2 1012472_02_CM.txt 3 3 3 (80, 156) (80, 170) 80 80
3 1013172_02_CM.txt 4 4 4 (30, 156) (30, 170) 30 30
4 1013792_02_KH.txt 5 5 5 (209, 156) (209, 170) 209 209
5 1016192_02_CM.txt 6 6 6 (71, 156) (71, 170) 71 71
6 1016272_02_CM.txt 7 7 7 (32, 156) (32, 170) 32 32
7 1019322_02_KH.txt 8 8 8 (170, 156) (170, 170) 170 170
8 1026162_02_KH.txt 9 9 9 (128, 156) (128, 170) 128 128
9 1026182_02_CM.txt 10 10 10 (128, 156) (128, 170) 128 128
10 1026502_02_KH.txt 11 11 11 (57, 156) (57, 170) 57 57
11 1026532_02_KH.txt 12 12 12 (195, 156) (195, 170) 195 195
12 1026902_02_KH.txt 13 13 13 (155, 156) (155, 170) 155 155
13 1029722_02_KH.txt 14 14 14 (179, 156) (179, 170) 179 179
14 1030852_02_CM.txt 15 15 15 (175, 156) (175, 170) 175 175
15 1032032_02_KH.txt 16 16 16 (275, 156) (275, 170) 275 275
16 1033382_02_KH.txt 17 17 17 (124, 156) (124, 170) 124 124
0 1079072_02_CM.txt 1 1 1 (92, 156) (92, 170) 92 92
1 1048582_02_CM.txt 2 2 2 (123, 156) (123, 170) 123 123
2 1083402_02_CM.txt 3 3 3 (60, 156) (60, 170) 60 60
4 1041702_02_KH.txt 4 4 4 (130, 156) (130, 170) 130 130
5 1057442_02_CM.txt 5 5 5 (107, 156) (107, 170) 107 107
6 1047092_02_CM.txt 6 6 6 (66, 156) (66, 170) 66 66
7 1006652_02_CM.txt 7 7 7 (66, 156) (66, 170) 66 66
8 1050392_02_CM.txt 8 8 8 (121, 156) (121, 170) 121 121
9 1008122_02_CM.txt 9 9 9 (51, 156) (51, 170) 51 51
10 1039062_02_KH.txt 10 10 10 (158, 156) (158, 170) 158 158
11 1026592_02_CM.txt 11 11 11 (132, 156) (132, 170) 132 132
12 1076262_02_CM.txt 12 12 12 (208, 156) (208, 170) 208 208
13 1058422_02_KH.txt 13 13 13 (138, 156) (138, 170) 138 138
14 1021332_02_CM.txt 14 14 14 (193, 156) (193, 170) 193 193
15 1095942_02_KH.txt 15 15 15 (273, 156) (273, 170) 273 273
16 1016222_02_KH.txt 16 16 16 (122, 156) (122, 170) 122 122
17 1047042_02_CM.txt 17 17 17 (105, 156) (105, 170) 105 105
18 1013872_02_KH.txt 18 18 18 (141, 156) (141, 170) 141 141
19 1002932_02_KH.txt 19 19 19 (87, 156) (87, 170) 87 87
20 1076482_02_CM.txt 20 20 20 (94, 156) (94, 170) 94 94
21 1052442_02_KH.txt 21 21 21 (124, 156) (124, 170) 124 124
22 1020132_02_KH.txt 22 22 22 (140, 156) (140, 170) 140 140
23 1011422_02_CM.txt 23 23 23 (190, 156) (190, 170) 190 190
24 1044972_02_KH.txt 24 24 24 (158, 156) (158, 170) 158 158
25 1071742_02_KH.txt 25 25 25 (93, 156) (93, 170) 93 93
26 1030372_02_KH.txt 26 26 26 (120, 156) (120, 170) 120 120
27 1020192_02_CM.txt 27 27 27 (222, 156) (222, 170) 222 222
28 1047102_02_CM.txt 28 28 28 (91, 156) (91, 170) 91 91
29 1105682_02_CM.txt 29 29 29 (81, 156) (81, 170) 81 81
31 1057292_02_KH.txt 30 30 30 (172, 156) (172, 170) 172 172
32 1013732_02_CM.txt 31 31 31 (143, 156) (143, 170) 143 143
33 1012242_02_CM.txt 32 32 32 (112, 156) (112, 170) 112 112
34 1044882_02_KH.txt 33 33 33 (194, 156) (194, 170) 194 194
35 1023162_02_KH.txt 34 34 34 (162, 156) (162, 170) 162 162
36 1028312_02_CM.txt 35 35 35 (127, 156) (127, 170) 127 127
37 1026122_02_KH.txt 36 36 36 (95, 156) (95, 170) 95 95
38 1107882_02_CM.txt 37 37 37 (130, 156) (130, 170) 130 130
39 1086032_02_CM.txt 38 38 38 (122, 156) (122, 170) 122 122
40 1021082_02_CM.txt 39 39 39 (110, 156) (110, 170) 110 110
41 1109062_02_KH.txt 40 40 40 (260, 156) (260, 170) 260 260
42 1047202_02_CM.txt 41 41 41 (40, 156) (40, 170) 40 40
43 1046882_02_CM.txt 42 42 42 (96, 156) (96, 170) 96 96
44 1075962_02_CM.txt 43 43 43 (221, 156) (221, 170) 221 221
45 1042972_02_KH.txt 44 44 44 (114, 156) (114, 170) 114 114
46 1049042_02_CM.txt 45 45 45 (156, 156) (156, 170) 156 156
47 1024022_02_KH.txt 46 46 46 (178, 156) (178, 170) 178 178
48 1058502_02_CM.txt 47 47 47 (132, 156) (132, 170) 132 132
49 1050312_02_KH.txt 48 48 48 (97, 156) (97, 170) 97 97
50 1079252_02_KH.txt 49 49 49 (133, 156) (133, 170) 133 133
51 1026392_02_CM.txt 50 50 50 (100, 156) (100, 170) 100 100
52 1024252_02_KH.txt 51 51 51 (104, 156) (104, 170) 104 104
53 1042372_02_CM.txt 52 52 52 (64, 156) (64, 170) 64 64
54 1082352_02_KH.txt 53 53 53 (142, 156) (142, 170) 142 142
55 1047112_02_CM.txt 54 54 54 (87, 156) (87, 170) 87 87
56 1045962_02_CM.txt 55 55 55 (100, 156) (100, 170) 100 100
57 1036842_02_KH.txt 56 56 56 (133, 156) (133, 170) 133 133
58 1047262_02_CM.txt 57 57 57 (99, 156) (99, 170) 99 99
60 1046952_02_CM.txt 58 58 58 (100, 156) (100, 170) 100 100
61 1026292_02_KH.txt 59 59 59 (131, 156) (131, 170) 131 131
62 1016292_02_CM.txt 60 60 60 (148, 156) (148, 170) 148 148
63 1036562_02_CM.txt 61 61 61 (103, 156) (103, 170) 103 103
64 1023382_02_CM.txt 62 62 62 (261, 156) (261, 170) 261 261
65 1026822_02_CM.txt 63 63 63 (94, 156) (94, 170) 94 94
66 1029902_02_KH.txt 64 64 64 (159, 156) (159, 170) 159 159
67 1041482_02_KH.txt 65 65 65 (142, 156) (142, 170) 142 142
68 1059892_02_CM.txt 66 66 66 (161, 156) (161, 170) 161 161
69 1056312_02_CM.txt 67 67 67 (119, 156) (119, 170) 119 119
70 1106092_02_CM.txt 68 68 68 (93, 156) (93, 170) 93 93
72 1004952_02_CM.txt 69 69 69 (109, 156) (109, 170) 109 109
73 1028622_02_CM.txt 70 70 70 (156, 156) (156, 170) 156 156
74 1069702_02_KH.txt 71 71 71 (166, 156) (166, 170) 166 166
75 1041202_02_CM.txt 72 72 72 (92, 156) (92, 170) 92 92
76 1078142_02_KH.txt 73 73 73 (96, 156) (96, 170) 96 96
77 1001252_02_CM.txt 74 74 74 (120, 156) (120, 170) 120 120
78 1020682_02_CM.txt 75 75 75 (147, 156) (147, 170) 147 147
79 1057562_02_CM.txt 76 76 76 (95, 156) (95, 170) 95 95
80 1041852_02_CM.txt 77 77 77 (68, 156) (68, 170) 68 68
81 1105372_02_KH.txt 78 78 78 (145, 156) (145, 170) 145 145
82 1111182_02_CM.txt 79 79 79 (50, 156) (50, 170) 50 50
83 1057382_02_CM.txt 80 80 80 (117, 156) (117, 170) 117 117
84 1061792_02_KH.txt 81 81 81 (52, 156) (52, 170) 52 52
85 1006692_02_CM.txt 82 82 82 (153, 156) (153, 170) 153 153
86 1085332_02_CM.txt 83 83 83 (115, 156) (115, 170) 115 115
87 1066612_02_CM.txt 84 84 84 (180, 156) (180, 170) 180 180
88 1008192_02_CM.txt 85 85 85 (132, 156) (132, 170) 132 132
89 1006372_02_KH.txt 86 86 86 (104, 156) (104, 170) 104 104
90 1044802_02_CM.txt 87 87 87 (95, 156) (95, 170) 95 95
91 1101672_02_CM.txt 88 88 88 (77, 156) (77, 170) 77 77
92 1011352_02_KH.txt 89 89 89 (93, 156) (93, 170) 93 93
93 1021472_02_KH.txt 90 90 90 (156, 156) (156, 170) 156 156
94 1010542_02_KH.txt 91 91 91 (203, 156) (203, 170) 203 203
95 1041762_02_KH.txt 92 92 92 (147, 156) (147, 170) 147 147
96 1007762_02_KH.txt 93 93 93 (140, 156) (140, 170) 140 140
97 1048132_02_KH.txt 94 94 94 (129, 156) (129, 170) 129 129
98 1011312_02_KH.txt 95 95 95 (118, 156) (118, 170) 118 118
99 1004532_02_CM.txt 96 96 96 (118, 156) (118, 170) 118 118
100 1082892_02_CM.txt 97 97 97 (120, 156) (120, 170) 120 120
101 1000322_02_CM.txt 98 98 98 (137, 156) (137, 170) 137 137
102 1008132_02_CM.txt 99 99 99 (154, 156) (154, 170) 154 154
103 1039282_02_KH.txt 100 100 100 (154, 156) (154, 170) 154 154
104 1035422_02_CM.txt 101 101 101 (225, 156) (225, 170) 225 225
105 1026442_02_CM.txt 102 102 102 (172, 156) (172, 170) 172 172
106 1057362_02_CM.txt 103 103 103 (72, 156) (72, 170) 72 72
107 1026192_02_CM.txt 104 104 104 (92, 156) (92, 170) 92 92
108 1097512_02_KH.txt 105 105 105 (133, 156) (133, 170) 133 133
109 1089792_02_KH.txt 106 106 106 (170, 156) (170, 170) 170 170
110 1047022_02_CM.txt 107 107 107 (150, 156) (150, 170) 150 150
111 1049092_02_CM.txt 108 108 108 (197, 156) (197, 170) 197 197
112 1004042_02_KH.txt 109 109 109 (124, 156) (124, 170) 124 124
113 1019802_02_CM.txt 110 110 110 (155, 156) (155, 170) 155 155
114 1092432_02_KH.txt 111 111 111 (170, 156) (170, 170) 170 170
115 1047172_02_CM.txt 112 112 112 (138, 156) (138, 170) 138 138
116 1007092_02_CM.txt 113 113 113 (144, 156) (144, 170) 144 144
117 1110532_02_CM.txt 114 114 114 (115, 156) (115, 170) 115 115
118 1036282_02_CM.txt 115 115 115 (150, 156) (150, 170) 150 150
119 1087502_02_CM.txt 116 116 116 (56, 156) (56, 170) 56 56
120 1011362_02_CM.txt 117 117 117 (143, 156) (143, 170) 143 143
Fold  4
0 1012242_02_CM.txt 1 1 1 (112, 156) (112, 170) 112 112
1 1110532_02_CM.txt 2 2 2 (115, 156) (115, 170) 115 115
2 1011312_02_KH.txt 3 3 3 (118, 156) (118, 170) 118 118
3 1049092_02_CM.txt 4 4 4 (197, 156) (197, 170) 197 197
4 1041852_02_CM.txt 5 5 5 (68, 156) (68, 170) 68 68
5 1011412_02_CM.txt 6 6 6 (86, 156) (86, 170) 86 86
6 1076262_02_CM.txt 7 7 7 (208, 156) (208, 170) 208 208
7 1022442_02_CM.txt 8 8 8 (207, 156) (207, 170) 207 207
8 1057382_02_CM.txt 9 9 9 (117, 156) (117, 170) 117 117
9 1044802_02_CM.txt 10 10 10 (95, 156) (95, 170) 95 95
10 1010542_02_KH.txt 11 11 11 (203, 156) (203, 170) 203 203
11 1033382_02_KH.txt 12 12 12 (124, 156) (124, 170) 124 124
0 1019802_02_CM.txt 1 1 1 (155, 156) (155, 170) 155 155
1 1020192_02_CM.txt 2 2 2 (222, 156) (222, 170) 222 222
2 1020682_02_CM.txt 3 3 3 (147, 156) (147, 170) 147 147
3 1021082_02_CM.txt 4 4 4 (110, 156) (110, 170) 110 110
4 1021332_02_CM.txt 5 5 5 (193, 156) (193, 170) 193 193
5 1024252_02_KH.txt 6 6 6 (104, 156) (104, 170) 104 104
6 1026192_02_CM.txt 7 7 7 (92, 156) (92, 170) 92 92
7 1035422_02_CM.txt 8 8 8 (225, 156) (225, 170) 225 225
8 1036282_02_CM.txt 9 9 9 (150, 156) (150, 170) 150 150
9 1036562_02_CM.txt 10 10 10 (103, 156) (103, 170) 103 103
10 1036842_02_KH.txt 11 11 11 (133, 156) (133, 170) 133 133
11 1041202_02_CM.txt 12 12 12 (92, 156) (92, 170) 92 92
12 1041482_02_KH.txt 13 13 13 (142, 156) (142, 170) 142 142
13 1041702_02_KH.txt 14 14 14 (130, 156) (130, 170) 130 130
14 1042972_02_KH.txt 15 15 15 (114, 156) (114, 170) 114 114
0 1006692_02_CM.txt 1 1 1 (153, 156) (153, 170) 153 153
1 1086032_02_CM.txt 2 2 2 (122, 156) (122, 170) 122 122
3 1011402_02_KH.txt 3 3 3 (107, 156) (107, 170) 107 107
4 1044882_02_KH.txt 4 4 4 (194, 156) (194, 170) 194 194
5 1013872_02_KH.txt 5 5 5 (141, 156) (141, 170) 141 141
6 1050392_02_CM.txt 6 6 6 (121, 156) (121, 170) 121 121
7 1000172_02_KH.txt 7 7 7 (109, 156) (109, 170) 109 109
8 1007092_02_CM.txt 8 8 8 (144, 156) (144, 170) 144 144
9 1041762_02_KH.txt 9 9 9 (147, 156) (147, 170) 147 147
10 1087502_02_CM.txt 10 10 10 (56, 156) (56, 170) 56 56
11 1011422_02_CM.txt 11 11 11 (190, 156) (190, 170) 190 190
12 1004042_02_KH.txt 12 12 12 (124, 156) (124, 170) 124 124
13 1032032_02_KH.txt 13 13 13 (275, 156) (275, 170) 275 275
14 1016292_02_CM.txt 14 14 14 (148, 156) (148, 170) 148 148
15 1039062_02_KH.txt 15 15 15 (158, 156) (158, 170) 158 158
16 1085332_02_CM.txt 16 16 16 (115, 156) (115, 170) 115 115
17 1012472_02_CM.txt 17 17 17 (80, 156) (80, 170) 80 80
18 1008192_02_CM.txt 18 18 18 (132, 156) (132, 170) 132 132
19 1047202_02_CM.txt 19 19 19 (40, 156) (40, 170) 40 40
20 1052442_02_KH.txt 20 20 20 (124, 156) (124, 170) 124 124
21 1047112_02_CM.txt 21 21 21 (87, 156) (87, 170) 87 87
22 1006372_02_KH.txt 22 22 22 (104, 156) (104, 170) 104 104
23 1047172_02_CM.txt 23 23 23 (138, 156) (138, 170) 138 138
24 1016222_02_KH.txt 24 24 24 (122, 156) (122, 170) 122 122
25 1026902_02_KH.txt 25 25 25 (155, 156) (155, 170) 155 155
27 1023162_02_KH.txt 26 26 26 (162, 156) (162, 170) 162 162
28 1026592_02_CM.txt 27 27 27 (132, 156) (132, 170) 132 132
29 1029722_02_KH.txt 28 28 28 (179, 156) (179, 170) 179 179
30 1002932_02_KH.txt 29 29 29 (87, 156) (87, 170) 87 87
31 1008122_02_CM.txt 30 30 30 (51, 156) (51, 170) 51 51
32 1056312_02_CM.txt 31 31 31 (119, 156) (119, 170) 119 119
33 1008132_02_CM.txt 32 32 32 (154, 156) (154, 170) 154 154
34 1090322_02_KH.txt 33 33 33 (156, 156) (156, 170) 156 156
35 1082352_02_KH.txt 34 34 34 (142, 156) (142, 170) 142 142
36 1079072_02_CM.txt 35 35 35 (92, 156) (92, 170) 92 92
37 1026532_02_KH.txt 36 36 36 (195, 156) (195, 170) 195 195
38 1036792_02_CM.txt 37 37 37 (194, 156) (194, 170) 194 194
39 1006402_02_KH.txt 38 38 38 (112, 156) (112, 170) 112 112
40 1028622_02_CM.txt 39 39 39 (156, 156) (156, 170) 156 156
41 1058502_02_CM.txt 40 40 40 (132, 156) (132, 170) 132 132
43 1047042_02_CM.txt 41 41 41 (105, 156) (105, 170) 105 105
44 1031142_02_KH.txt 42 42 42 (92, 156) (92, 170) 92 92
45 1084092_02_CM.txt 43 43 43 (206, 156) (206, 170) 206 206
46 1024022_02_KH.txt 44 44 44 (178, 156) (178, 170) 178 178
47 1061792_02_KH.txt 45 45 45 (52, 156) (52, 170) 52 52
48 1057292_02_KH.txt 46 46 46 (172, 156) (172, 170) 172 172
49 1017522_02_CM.txt 47 47 47 (71, 156) (71, 170) 71 71
50 1030372_02_KH.txt 48 48 48 (120, 156) (120, 170) 120 120
51 1101672_02_CM.txt 49 49 49 (77, 156) (77, 170) 77 77
52 1013172_02_CM.txt 50 50 50 (30, 156) (30, 170) 30 30
53 1010462_02_CM.txt 51 51 51 (186, 156) (186, 170) 186 186
54 1105682_02_CM.txt 52 52 52 (81, 156) (81, 170) 81 81
55 1028312_02_CM.txt 53 53 53 (127, 156) (127, 170) 127 127
56 1046952_02_CM.txt 54 54 54 (100, 156) (100, 170) 100 100
57 1011352_02_KH.txt 55 55 55 (93, 156) (93, 170) 93 93
58 1111182_02_CM.txt 56 56 56 (50, 156) (50, 170) 50 50
59 1026182_02_CM.txt 57 57 57 (128, 156) (128, 170) 128 128
60 1006782_02_CM.txt 58 58 58 (46, 156) (46, 170) 46 46
61 1020132_02_KH.txt 59 59 59 (140, 156) (140, 170) 140 140
62 1057362_02_CM.txt 60 60 60 (72, 156) (72, 170) 72 72
63 1079252_02_KH.txt 61 61 61 (133, 156) (133, 170) 133 133
64 1058422_02_KH.txt 62 62 62 (138, 156) (138, 170) 138 138
65 1067492_02_CM.txt 63 63 63 (143, 156) (143, 170) 143 143
66 1075962_02_CM.txt 64 64 64 (221, 156) (221, 170) 221 221
67 1049042_02_CM.txt 65 65 65 (156, 156) (156, 170) 156 156
68 1057442_02_CM.txt 66 66 66 (107, 156) (107, 170) 107 107
69 1016192_02_CM.txt 67 67 67 (71, 156) (71, 170) 71 71
70 1095942_02_KH.txt 68 68 68 (273, 156) (273, 170) 273 273
71 1048582_02_CM.txt 69 69 69 (123, 156) (123, 170) 123 123
72 1026292_02_KH.txt 70 70 70 (131, 156) (131, 170) 131 131
73 1016322_02_CM.txt 71 71 71 (154, 156) (154, 170) 154 154
74 1050312_02_KH.txt 72 72 72 (97, 156) (97, 170) 97 97
75 1089792_02_KH.txt 73 73 73 (170, 156) (170, 170) 170 170
76 1013732_02_CM.txt 74 74 74 (143, 156) (143, 170) 143 143
77 1044972_02_KH.txt 75 75 75 (158, 156) (158, 170) 158 158
78 1007762_02_KH.txt 76 76 76 (140, 156) (140, 170) 140 140
79 1001252_02_CM.txt 77 77 77 (120, 156) (120, 170) 120 120
80 1026442_02_CM.txt 78 78 78 (172, 156) (172, 170) 172 172
81 1047102_02_CM.txt 79 79 79 (91, 156) (91, 170) 91 91
82 1057562_02_CM.txt 80 80 80 (95, 156) (95, 170) 95 95
83 1047262_02_CM.txt 81 81 81 (99, 156) (99, 170) 99 99
84 1047022_02_CM.txt 82 82 82 (150, 156) (150, 170) 150 150
85 1071742_02_KH.txt 83 83 83 (93, 156) (93, 170) 93 93
86 1083402_02_CM.txt 84 84 84 (60, 156) (60, 170) 60 60
87 1070112_02_KH.txt 85 85 85 (176, 156) (176, 170) 176 176
89 1042372_02_CM.txt 86 86 86 (64, 156) (64, 170) 64 64
90 1066612_02_CM.txt 87 87 87 (180, 156) (180, 170) 180 180
91 1026162_02_KH.txt 88 88 88 (128, 156) (128, 170) 128 128
92 1105372_02_KH.txt 89 89 89 (145, 156) (145, 170) 145 145
93 1006652_02_CM.txt 90 90 90 (66, 156) (66, 170) 66 66
94 1039282_02_KH.txt 91 91 91 (154, 156) (154, 170) 154 154
95 1047072_02_KH.txt 92 92 92 (135, 156) (135, 170) 135 135
96 1000322_02_CM.txt 93 93 93 (137, 156) (137, 170) 137 137
97 1004532_02_CM.txt 94 94 94 (118, 156) (118, 170) 118 118
98 1011362_02_CM.txt 95 95 95 (143, 156) (143, 170) 143 143
99 1109062_02_KH.txt 96 96 96 (260, 156) (260, 170) 260 260
100 1023382_02_CM.txt 97 97 97 (261, 156) (261, 170) 261 261
101 1092432_02_KH.txt 98 98 98 (170, 156) (170, 170) 170 170
102 1082892_02_CM.txt 99 99 99 (120, 156) (120, 170) 120 120
103 1026122_02_KH.txt 100 100 100 (95, 156) (95, 170) 95 95
104 1030852_02_CM.txt 101 101 101 (175, 156) (175, 170) 175 175
105 1097512_02_KH.txt 102 102 102 (133, 156) (133, 170) 133 133
106 1106092_02_CM.txt 103 103 103 (93, 156) (93, 170) 93 93
107 1016272_02_CM.txt 104 104 104 (32, 156) (32, 170) 32 32
108 1059892_02_CM.txt 105 105 105 (161, 156) (161, 170) 161 161
109 1026502_02_KH.txt 106 106 106 (57, 156) (57, 170) 57 57
110 1048132_02_KH.txt 107 107 107 (129, 156) (129, 170) 129 129
111 1046882_02_CM.txt 108 108 108 (96, 156) (96, 170) 96 96
112 1076482_02_CM.txt 109 109 109 (94, 156) (94, 170) 94 94
113 1004952_02_CM.txt 110 110 110 (109, 156) (109, 170) 109 109
114 1026822_02_CM.txt 111 111 111 (94, 156) (94, 170) 94 94
115 1013792_02_KH.txt 112 112 112 (209, 156) (209, 170) 209 209
116 1026392_02_CM.txt 113 113 113 (100, 156) (100, 170) 100 100
117 1045962_02_CM.txt 114 114 114 (100, 156) (100, 170) 100 100
118 1078142_02_KH.txt 115 115 115 (96, 156) (96, 170) 96 96
119 1107882_02_CM.txt 116 116 116 (130, 156) (130, 170) 130 130
120 1019322_02_KH.txt 117 117 117 (170, 156) (170, 170) 170 170
121 1029902_02_KH.txt 118 118 118 (159, 156) (159, 170) 159 159
122 1069702_02_KH.txt 119 119 119 (166, 156) (166, 170) 166 166
123 1047092_02_CM.txt 120 120 120 (66, 156) (66, 170) 66 66
124 1021472_02_KH.txt 121 121 121 (156, 156) (156, 170) 156 156
Fold  5
0 1026192_02_CM.txt 1 1 1 (92, 156) (92, 170) 92 92
1 1008132_02_CM.txt 2 2 2 (154, 156) (154, 170) 154 154
2 1058422_02_KH.txt 3 3 3 (138, 156) (138, 170) 138 138
3 1006402_02_KH.txt 4 4 4 (112, 156) (112, 170) 112 112
4 1010462_02_CM.txt 5 5 5 (186, 156) (186, 170) 186 186
5 1078142_02_KH.txt 6 6 6 (96, 156) (96, 170) 96 96
6 1011352_02_KH.txt 7 7 7 (93, 156) (93, 170) 93 93
7 1052442_02_KH.txt 8 8 8 (124, 156) (124, 170) 124 124
8 1011402_02_KH.txt 9 9 9 (107, 156) (107, 170) 107 107
9 1106092_02_CM.txt 10 10 10 (93, 156) (93, 170) 93 93
10 1004952_02_CM.txt 11 11 11 (109, 156) (109, 170) 109 109
11 1001252_02_CM.txt 12 12 12 (120, 156) (120, 170) 120 120
